timestamp,open,high,low,close,volume,funding,oi_btc,oi_usd,global_long,global_short,global_lsr,top_position_long,top_position_short,top_position_lsr,top_account_long,top_account_short,top_account_lsr,taker_buy_sell_ratio,taker_buy_vol,taker_sell_vol,ret_1,ret_24h,ret_48h,range_24h,volatility_24h,funding_ma_24h,funding_z_30d,funding_prev,funding_prev2,oi_change_24h,oi_change_48h,oi_z_30d,taker_buy_sell_z,ema_20,ema_50,ema_slope_24h,trend,h9_crowded_long_short,h9_crowded_short_long,funding_flip_short,funding_flip_long,flush_rebound_long,global_longs_crowded_short,top_longs_crowded_short,taker_sell_pressure_short,taker_buy_pressure_long,signal_score_short,signal_score_long,signal
2026-05-17 04:00:00,78028.88,78323.96,78003.35,78180.01,952.09545,4.037e-05,102443.649,7997929342.9035,0.5532,0.4468,1.2381,0.4999,0.5001,0.9994,0.5455,0.4545,1.2002,1.2053,3914.529,3247.874,0.001936846972556694,-0.0024213418005438747,-0.032603772968542555,0.011469860896445194,0.0022255266165935547,2.9273333333333337e-05,,4.037e-05,4.955e-05,0.008617524384877395,-0.05280698658114591,,,79130.66583765426,79926.81696322843,-0.010058003248961112,down,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-17 08:00:00,78180.0,78599.99,78033.01,78415.99,1136.18338,1.176e-05,102126.072,8009392172.321929,0.5558,0.4442,1.2512,0.4988,0.5012,0.9953,0.547,0.453,1.2075,1.162,5901.644,5078.75,0.0030184186469150998,0.004281156240046435,-0.02744115513454104,0.011307083692362552,0.0019119380293938209,3.158333333333333e-05,,4.037e-05,4.037e-05,0.009878280908057091,-0.05262602768588698,,,79062.60147216338,79867.56884702339,-0.008721073813540703,down,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-17 12:00:00,78415.99,78550.0,77850.0,78051.41,1115.91599,1.176e-05,102021.718,7958861566.849133,0.5662,0.4338,1.3052,0.4978,0.5022,0.9912,0.5533,0.4467,1.2386,0.7861,5239.274,6664.958,-0.004649306856930657,-0.0023934455941032606,-0.013883212274575896,0.011307083692362552,0.0027556488047010795,3.3893333333333336e-05,,1.176e-05,4.037e-05,0.0028989109961472526,-0.0037009513353123413,,,78966.29752243354,79796.34693145384,-0.008128849003522953,down,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-17 16:00:00,78051.42,78468.46,77856.69,78415.3,837.07576,4.8e-07,102607.519,8027388446.227579,0.5646,0.4354,1.2967,0.5001,0.4999,1.0003,0.5542,0.4458,1.2432,1.1777,4632.818,3933.678,0.004662183553122201,0.0019887640707869636,-0.009238563928916643,0.011307083692362552,0.003461082117325489,2.5714999999999997e-05,,1.176e-05,1.176e-05,0.007147909690580434,0.004499268942586898,,,78913.82156791606,79742.18822825958,-0.007180115766324713,down,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-17 20:00:00,78415.29,78485.36,76735.16,77457.67,3116.50234,4.8e-07,102522.508,7992844191.961302,0.5691,0.4309,1.3207,0.4999,0.5001,0.9996,0.5565,0.4435,1.2548,0.7275,14315.898,19678.227,-0.0122122851025247,-0.008834257540655255,-0.020926214471641447,0.024302158228379334,0.006242811053251153,1.7536666666666668e-05,,4.8e-07,1.176e-05,0.005562876680234474,0.005557748062021695,,,78775.14046620978,79652.59927813175,-0.007335252623470456,down,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-18 00:00:00,77457.67,77477.99,76707.61,76924.65,2888.01155,-1.131e-05,101416.278,7789398931.3236,0.5584,0.4416,1.2645,0.5079,0.4921,1.0321,0.5583,0.4417,1.264,1.0352,15338.155,14815.902,-0.006881436015310105,-0.014151555167778995,-0.027294425944935474,0.024670042515990254,0.006624997761481085,8.923333333333335e-06,-1.118836694050244,4.8e-07,4.8e-07,-0.011843310363384707,-0.004717138708973945,,0.3454159605481961,78598.90327895171,79545.62087506776,-0.00797457697768822,down,False,False,False,False,False,True,False,False,False,2,0,hold
2026-05-18 04:00:00,76924.66,77089.29,76583.33,77073.69,2702.66726,-1.131e-05,102212.039,7858204655.1746,0.5726,0.4274,1.3397,0.5064,0.4936,1.0261,0.5667,0.4333,1.3079,0.9229,8754.406,9486.041,0.0019374803785263683,-0.014150931932600086,-0.01653800949013884,0.026332884715250637,0.006625079819322912,3.0999999999999957e-07,-1.0789500908318461,-1.131e-05,4.8e-07,-0.0022608526957098585,0.006337188735931587,,-0.47571980591662133,78453.6448714325,79448.68240937883,-0.00855573448112712,down,False,False,False,False,False,True,False,False,False,2,0,hold
2026-05-18 08:00:00,77073.69,77403.48,76668.58,77285.83,2052.55387,5.778e-05,102664.273,7877595960.349758,0.5769,0.4231,1.3635,0.5069,0.4931,1.0279,0.5706,0.4294,1.3288,1.1712,9498.202,8109.57,0.0027524308230213457,-0.01441236666144241,-0.010192912014862388,0.025680131694456154,0.006582693845018322,7.98e-06,1.3384958940358205,-1.131e-05,-1.131e-05,0.005269966713299157,0.01520030583292642,,1.323458679822831,78342.42440748654,79363.86466783457,-0.009108947230004882,down,False,False,False,False,False,True,True,False,False,5,0,short
2026-05-18 12:00:00,77285.83,77800.0,76051.0,76409.46,6216.09738,5.778e-05,104267.524,7962879527.6228,0.597,0.403,1.4814,0.5086,0.4914,1.0351,0.5919,0.4081,1.4504,0.9095,29404.93,32330.825,-0.011339336072343387,-0.021036775632880866,-0.02337987084903148,0.03200957252370129,0.007537538633013376,1.565e-05,1.2832366840162275,5.778e-05,-1.131e-05,0.02201301883585227,0.024975743614361168,,-0.5984941390202924,78158.33255915449,79248.00566125283,-0.010231769610947183,down,False,False,False,False,False,True,True,False,False,5,0,short
2026-05-18 16:00:00,76409.46,76995.0,76144.24,76928.0,3295.85681,7.178e-05,105713.993,8058844146.671534,0.6071,0.3929,1.5452,0.524,0.476,1.1007,0.6066,0.3934,1.5419,1.0497,17353.848,16532.836,0.006786332477680013,-0.018966961804647853,-0.017015918546030018,0.03200957252370129,0.008032000531480519,2.7533333333333333e-05,1.6698433717615297,5.778e-05,5.778e-05,0.030275305652795348,0.037639620494036574,,0.4405639749875861,78041.1580297112,79157.02504708605,-0.0110584371769884,down,False,False,False,False,False,True,True,False,False,5,0,short
2026-05-18 20:00:00,76928.0,77222.79,76800.0,77001.87,1590.32991,7.178e-05,104501.629,8051543609.825276,0.5948,0.4052,1.4679,0.5197,0.4803,1.082,0.5904,0.4096,1.4414,0.8591,7734.009,9002.78,0.0009602485440931563,-0.005884504400919921,-0.01466677671419836,0.02299772521071386,0.006762610147267223,3.9416666666666665e-05,1.5828472055165852,7.178e-05,5.778e-05,0.019304258534135643,0.024974522423999,,-0.9721005822234434,77942.17821735775,79072.50916288659,-0.01057392273656843,down,False,False,False,False,False,True,True,False,False,5,0,short
2026-05-19 00:00:00,77001.88,77414.62,76487.83,76787.11,2006.76014,5.164e-05,104698.708,8018549623.685924,0.5847,0.4153,1.4079,0.5183,0.4817,1.0759,0.5809,0.4191,1.3861,1.0074,8949.709,8884.235,-0.0027890231756708683,-0.0017879834357386049,-0.015914235857287795,0.02299772521071386,0.006231985482137189,4.990833333333333e-05,0.8925443473587154,7.178e-05,7.178e-05,0.032365908754805606,0.02013927888884459,0.8413626721614768,0.14736058481523226,77832.17172046653,78982.88566630281,-0.009754990546929188,down,False,False,False,False,False,True,False,False,False,2,0,hold
2026-05-19 04:00:00,76787.1,77278.57,76644.98,77233.69,1508.45954,5.164e-05,104655.665,8057342699.28537,0.5861,0.4139,1.416,0.5203,0.4797,1.0848,0.5836,0.4164,1.4015,1.1571,6651.761,5748.72,0.00581581986872548,0.0020759353808024184,-0.01210437297206779,0.02299772521071386,0.006692360387894083,6.04e-05,0.871146857004609,5.164e-05,7.178e-05,0.023907418577179484,0.021592514729732004,0.6107962991266682,1.2496859220943046,77775.17346137448,78914.28975782036,-0.008648054671900551,down,False,False,False,False,False,True,False,False,True,2,2,hold
2026-05-19 08:00:00,77233.68,77317.02,76633.83,76714.62,1745.68912,4.809e-05,104615.288,8055806098.6808,0.5799,0.4201,1.3804,0.5176,0.4824,1.073,0.5738,0.4262,1.3463,0.8932,7337.066,8214.069,-0.006720771725396091,-0.007390876180019101,-0.02169672282400581,0.02299772521071386,0.007120094185428104,5.8785e-05,0.7375226373354018,5.164e-05,5.164e-05,0.019003835930343493,0.024373952226420803,0.4746325548717472,-0.7415299852760052,77674.168369815,78828.02819869015,-0.008529938187714303,down,False,False,False,False,False,True,False,False,False,2,0,hold
2026-05-19 12:00:00,76714.61,77048.72,76144.71,76521.23,3363.76947,4.809e-05,106444.996,8128746631.0372,0.584,0.416,1.4038,0.5205,0.4795,1.0857,0.5796,0.4204,1.3787,0.8695,14629.3,16825.469,-0.0025209014917886297,0.0014627769912258781,-0.019604770753020473,0.01668386210171624,0.005286047557903885,5.7169999999999996e-05,0.723097573610311,4.809e-05,5.164e-05,0.02088351114964615,0.04335623910979436,0.513985282131919,-0.9011892512409712,77564.36471554691,78737.56552423172,-0.007599546000524371,down,False,False,False,False,False,True,False,False,False,2,0,hold
2026-05-19 16:00:00,76521.24,77065.8,76407.72,76818.74,1634.99916,5.563e-05,104169.615,7996497159.783,0.6036,0.3964,1.5227,0.5169,0.4831,1.0702,0.6018,0.3982,1.5113,0.9368,7386.47,7884.906,0.003887940640787013,-0.001420289101497385,-0.020360312337005637,0.01667758666360397,0.004665897168067807,5.447833333333333e-05,0.953857911773562,4.809e-05,4.809e-05,-0.014609021532277167,0.015223991528340086,-0.42050123945907253,-0.37975632790021624,77493.35283787578,78662.31746445793,-0.00701943955812212,down,False,False,False,False,False,True,False,False,False,2,0,hold
2026-05-19 20:00:00,76818.73,77040.83,76642.95,76834.36,765.18235,5.563e-05,103912.056,7967705801.576899,0.5939,0.4061,1.4624,0.5164,0.4836,1.0679,0.591,0.409,1.445,0.9219,3126.38,3391.076,0.00020333580061326906,-0.0021754017142699977,-0.008047104954228557,0.01667758666360397,0.004637498095416174,5.178666666666668e-05,0.931902704071672,5.563e-05,4.809e-05,-0.005641758943298436,0.013553589617608663,-0.17694224260887184,-0.48784994993343567,77430.59161522094,78590.6328580086,-0.006563668270986089,down,False,False,False,False,False,True,False,False,False,2,0,hold
2026-05-20 00:00:00,76834.36,76922.46,76516.74,76723.54,1561.801,3.254e-05,102985.208,7894279626.636,0.5925,0.4075,1.454,0.515,0.485,1.062,0.5896,0.4104,1.4366,0.6988,6054.06,8663.449,-0.0014423234604935553,-0.0008278733240514313,-0.0026143765359998294,0.01539581672843715,0.004527352577469131,4.8603333333333336e-05,0.1493803179348938,5.563e-05,5.563e-05,-0.016366009024676775,0.015470198975355842,-0.4614931998015433,-2.0846956961003076,77363.25336615228,78517.41353024356,-0.006024736865860247,down,False,False,False,False,False,True,False,False,False,2,0,hold
2026-05-20 04:00:00,76723.55,77472.21,76692.0,77282.64,2218.09189,3.254e-05,102953.729,7966549254.6471,0.5973,0.4027,1.4832,0.5138,0.4862,1.0568,0.5938,0.4062,1.4618,1.2746,10395.921,8156.27,0.007287202858470954,0.0006337907718767521,0.0027110418613667253,0.01743390972268455,0.00493526864321264,4.542e-05,0.14763574727446013,3.254e-05,5.563e-05,-0.016262244380177426,0.00725638591360056,-0.45124900518882255,2.07899965327912,77355.5759027092,78468.99103886147,-0.005395006401029301,down,False,False,False,False,False,True,False,False,False,2,0,hold
2026-05-20 08:00:00,77282.65,77663.0,77210.33,77382.49,1682.41191,7.983e-05,103148.665,7991564365.88057,0.5825,0.4175,1.3952,0.5173,0.4827,1.0716,0.5757,0.4243,1.3568,1.0393,8326.354,8011.153,0.0012920107284120075,0.008705902473348681,0.0012506820461137824,0.019939533553939404,0.003625719483788964,5.071e-05,1.7032427785423014,3.254e-05,3.254e-05,-0.014019203388323187,0.004718213900954504,-0.3829134397929267,0.38854906508770926,77358.13915007023,78426.38315498455,-0.00406865276291235,down,False,False,False,False,False,False,True,False,False,3,0,short
2026-05-20 12:00:00,77382.5,77853.04,76891.61,77455.46,3039.76807,7.983e-05,101862.163,7886359986.237892,0.5701,0.4299,1.3261,0.5183,0.4817,1.0762,0.5637,0.4363,1.292,1.0633,17131.286,16110.815,0.0009429781853749208,0.01220876872993304,0.013689404427148055,0.01891588965094093,0.0031051598719755357,5.6000000000000006e-05,1.6316875831002686,7.983e-05,3.254e-05,-0.04305353160988423,-0.023069129367644714,-1.164954782486574,0.5540478086327434,77367.40780244449,78388.30773714202,-0.0025392706280096267,down,False,False,False,False,False,False,True,False,False,3,0,short
2026-05-20 16:00:00,77455.45,77713.66,77018.38,77667.49,1712.28825,6.858e-05,101858.674,7881365830.087,0.5678,0.4322,1.3137,0.5171,0.4829,1.0708,0.5568,0.4432,1.2563,0.97,7554.083,7787.374,0.0027374442034169277,0.01104873628492209,0.009612754783693944,0.017464152288767076,0.0030011537795826744,5.8158333333333335e-05,1.2242196599966682,7.983e-05,7.983e-05,-0.022184405692581288,-0.03646933476441483,-0.5697957294603081,-0.12490650064007139,77395.98705935453,78360.04037490116,-0.001256440390764113,down,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-20 20:00:00,77667.49,77766.6,77226.61,77552.23,1081.90195,6.858e-05,101677.983,7876810322.6406,0.5667,0.4333,1.3079,0.5165,0.4835,1.0683,0.5563,0.4437,1.2538,1.0252,4765.786,4648.78,-0.0014840186028930447,0.009343085567446563,0.0071473588888166795,0.017464152288767076,0.003253294888283257,6.031666666666667e-05,1.1921385555914525,6.858e-05,7.983e-05,-0.02149965158999456,-0.027020114681657326,-0.5417799426391084,0.27888523994911024,77410.86733941601,78328.36153666975,-0.0002547349231546425,down,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-21 00:00:00,77552.24,78173.15,77525.0,78078.72,2263.9569,1.925e-05,102042.099,7951022907.57244,0.5671,0.4329,1.31,0.5157,0.4843,1.0647,0.5569,0.4431,1.2568,1.2965,9619.418,7419.304,0.006788844111897285,0.017663157878273106,0.016820661696995698,0.019312966150315525,0.0034649027950578726,5.8101666666666666e-05,-0.4185663972960291,6.858e-05,6.858e-05,-0.009157713212561536,-0.025373847020156104,-0.18701404273268765,2.157747287117723,77474.47235470972,78318.57167248662,0.001437620365201786,sideway,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-21 04:00:00,78078.72,78180.01,77521.0,77889.01,1454.09234,1.925e-05,101479.918,7874127331.4968605,0.553,0.447,1.2371,0.5112,0.4888,1.0459,0.5468,0.4532,1.2065,0.9165,6225.707,6792.865,-0.0024297273315956325,0.007846134655855375,0.008484898235471938,0.016756054399172937,0.003285800752912552,5.588666666666666e-05,-0.4136087611734638,1.925e-05,6.858e-05,-0.014315275554516393,-0.030344721425256682,-0.3317904478854452,-0.5471739035641413,77513.95213045165,78301.72611670283,0.0020473795960311847,sideway,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-21 08:00:00,77889.01,78200.0,77147.15,77189.1,1934.87402,4.003e-05,101068.231,7798930045.115,0.5586,0.4414,1.2655,0.5102,0.4898,1.0415,0.5516,0.4484,1.2302,0.9275,11142.313,12013.305,-0.008985991733621801,-0.002499144186236424,0.0061850009815600515,0.017016030747697863,0.005335552733771831,4.925333333333334e-05,0.27614189346032697,1.925e-05,1.925e-05,-0.020169277033299404,-0.033905723224697315,-0.49573042169386317,-0.4624427393963947,77483.0138323134,78258.09371996939,0.001614241030293062,sideway,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-21 12:00:00,77189.1,77402.12,76719.47,77259.46,2353.9044,4.003e-05,101554.133,7814184890.347705,0.568,0.432,1.3148,0.5143,0.4857,1.0587,0.564,0.436,1.2936,0.881,11970.979,13587.776,0.0009115276638800296,-0.0025304865531752263,0.00964738805165588,0.019297969602761755,0.005333978721000755,4.262e-05,0.2732675356736449,4.003e-05,1.925e-05,-0.003023988406764877,-0.04594732663619061,0.009459036539623027,-0.7867561512235984,77461.72299114069,78218.93161330392,0.0012190558191769174,sideway,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-21 16:00:00,77259.45,78098.16,77008.75,77690.56,2693.31851,6.13e-05,101013.002,7813800161.9088,0.5742,0.4258,1.3485,0.5188,0.4812,1.0782,0.5707,0.4293,1.3294,0.9942,16022.973,16116.644,0.005579899212342365,0.00029703547777826245,0.011349053629361672,0.019297969602761755,0.005777272047705136,4.1406666666666664e-05,0.9769276322711952,4.003e-05,4.003e-05,-0.008302405350377962,-0.030302627114442315,-0.1462851632432244,0.0364848031737419,77483.51699198443,78198.21115788024,0.0011309363179614618,sideway,False,False,False,False,False,False,True,False,False,3,0,short
2026-05-21 20:00:00,77690.56,77813.35,77534.43,77615.52,618.11224,6.13e-05,100816.704,7822328364.2623825,0.5615,0.4385,1.2805,0.517,0.483,1.0702,0.5582,0.4418,1.2635,0.9784,3048.189,3115.476,-0.0009658831137270285,0.000816095165800057,0.010166805580211769,0.019297969602761755,0.005753338402553217,4.019333333333334e-05,0.9590819122783105,6.13e-05,4.003e-05,-0.008470653868104305,-0.029788189351195205,-0.14973569475686158,-0.0788660692100528,77496.08870703353,78175.36052423788,0.0011008966899164196,sideway,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-22 00:00:00,77615.52,77817.8,77327.28,77779.98,884.30161,3.564e-05,100856.088,7830789262.600146,0.5535,0.4465,1.2396,0.5168,0.4832,1.0696,0.5499,0.4501,1.2217,1.1525,4127.891,3581.532,0.002118906115683883,-0.0038261385432548645,0.01376943764586458,0.019297969602761755,0.004932951685975072,4.2925e-05,0.08583966085761777,6.13e-05,6.13e-05,-0.01162276169956089,-0.02067403699373982,-0.2430962167020061,1.1853834436090809,77523.12597303034,78159.85540564032,0.0006279954782766328,sideway,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-22 04:00:00,77779.98,77900.0,77288.77,77408.06,1756.84353,3.564e-05,100558.411,7781839284.910423,0.5556,0.4444,1.2502,0.5137,0.4863,1.0562,0.5538,0.4462,1.2411,0.8959,5976.437,6671.226,-0.004781693181201585,-0.006174812081961245,0.001622874166824495,0.019297969602761755,0.005191386849681974,4.565666666666666e-05,0.08506450322522226,3.564e-05,6.13e-05,-0.009080683332834516,-0.023265966403217986,-0.1631579761801281,-0.7007951882201663,77512.16730893221,78130.37323287012,-2.3025809810839348e-05,down,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-22 08:00:00,77408.07,77535.0,77184.45,77428.84,1436.53453,-8.2e-06,100846.383,7793600086.3677,0.5642,0.4358,1.2946,0.5105,0.4895,1.0431,0.5614,0.4386,1.28,1.1012,4482.79,4070.793,0.00026844749758625497,0.0031058789388656027,0.0005989727133359768,0.017970536032118067,0.003426118260417105,3.761833333333333e-05,-1.395223989409157,3.564e-05,3.564e-05,-0.0021950319878458746,-0.022320036812885524,0.05043812488183429,0.8109101717720294,77504.2313747482,78102.86212569874,0.0002738347591990653,sideway,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-22 12:00:00,77428.83,77584.94,76570.0,76790.59,2613.83665,-8.2e-06,103888.77,7972475275.647539,0.5714,0.4286,1.3332,0.5114,0.4886,1.0466,0.5688,0.4312,1.3191,1.011,16648.944,16468.552,-0.008243052588673638,-0.006068771384112881,-0.00858390099290629,0.019957685777719725,0.0049273866311623365,2.958e-05,-1.359713141029896,-8.2e-06,3.564e-05,0.02298908898173546,0.019895581836407716,0.8276254822437419,0.13808391131415704,77436.26552953408,78051.40047371056,-0.00032864569265422805,down,False,True,False,False,False,False,False,False,False,0,3,long
2026-05-22 16:00:00,76790.6,77093.72,75668.76,75860.44,2815.05544,2.891e-05,104128.149,7965623014.590784,0.5878,0.4122,1.426,0.5203,0.4797,1.0848,0.5856,0.4144,1.4131,0.8157,16296.974,19980.292,-0.012112812259939543,-0.023556529905306323,-0.023266491552643265,0.029486937541992386,0.005464162319236844,2.418166666666667e-05,-0.09528039641350411,-8.2e-06,-8.2e-06,0.030839069608088687,0.02228062580119583,1.0529399582867314,-1.2976949640349218,77286.18690767369,77965.48045513367,-0.002546736286262785,down,False,False,False,False,False,True,False,True,False,4,0,short
2026-05-22 20:00:00,75860.44,76087.85,75359.18,75539.5,1765.78958,2.891e-05,104998.719,7948833523.0479,0.6021,0.3979,1.5132,0.5226,0.4774,1.0945,0.6064,0.3936,1.5407,0.7994,7952.219,9947.422,-0.004230663571157756,-0.026747485554435513,-0.02595321888229385,0.033716131199941435,0.005266216764371257,1.8783333333333334e-05,-0.09447613328121005,2.891e-05,-8.2e-06,0.041481369992020456,0.032659341796738905,1.350166619999572,-1.3836511674095473,77119.83577360953,77870.34396669705,-0.004855121590024769,down,False,False,False,False,False,True,False,True,False,4,0,short
2026-05-23 00:00:00,75539.5,75664.62,75220.0,75635.22,1896.10926,1.783e-05,105405.531,7962780503.576629,0.6013,0.3987,1.5082,0.525,0.475,1.1054,0.6073,0.3927,1.5465,1.016,7779.463,7657.027,0.0012671516226610002,-0.02757470495621106,-0.031295338858014055,0.035628822121776205,0.005059640942932529,1.5815e-05,-0.47351788338263745,2.891e-05,2.891e-05,0.04510826356858111,0.03296121927088147,1.4215437272015978,0.2176015468585689,76978.44379517053,77782.69204643443,-0.00702606055964905,down,False,False,False,False,False,True,False,False,False,2,0,hold
2026-05-23 04:00:00,75635.22,75650.63,74289.6,74609.36,2690.99014,1.783e-05,105222.628,7930408504.8412,0.609,0.391,1.5575,0.5219,0.4781,1.0914,0.6009,0.3991,1.5056,0.7808,13818.442,17696.683,-0.013563257963684072,-0.036155149735053405,-0.04210671056160542,0.04435802588787663,0.006241365824916427,1.2846666666666668e-05,-0.4688103941113025,1.783e-05,2.891e-05,0.04638316132501341,0.03688128719221062,1.4200253273273742,-1.4958086657011656,76752.81676705905,77658.24765245662,-0.009796533476437275,down,False,False,False,False,False,True,False,True,False,4,0,short
2026-05-23 08:00:00,74609.37,74873.55,74303.56,74789.99,2509.09623,1.025e-05,105241.078,7859466849.6868,0.6164,0.3836,1.6069,0.5254,0.4746,1.1071,0.6182,0.3818,1.6192,1.2151,11202.445,9219.208,0.002421009910820837,-0.034080970346449635,-0.03108094277559914,0.04435802588787663,0.006724011431762026,1.592166666666667e-05,-0.7258546566013704,1.783e-05,1.783e-05,0.04357811226605901,0.04128742492781923,1.3016046400957515,1.6568371854494677,76565.880884482,77545.76696020341,-0.012107087234103253,down,False,False,False,False,False,True,False,False,False,2,0,hold
2026-05-23 12:00:00,74789.99,75726.3,74660.05,75520.0,2943.5001,1.025e-05,104272.922,7872795303.846115,0.6206,0.3794,1.6357,0.5314,0.4686,1.1338,0.6204,0.3796,1.6344,1.1744,15789.26,13444.302,0.00976079820307496,-0.01654616796146502,-0.022514524434936622,0.03774579483534701,0.009013077065892987,1.8996666666666667e-05,-0.7171232054641685,1.025e-05,1.783e-05,0.0036977240177162862,0.026771820305925065,0.089629687069717,1.3305495899768829,76466.273181198,77466.32511862682,-0.012526331709089455,down,False,False,False,False,False,True,False,False,False,2,0,hold
